tenderId;CustomerId;Заказчик;predmet torgov;NMCK;vid torgov;oos num;website;oos date;oos end date;Дата рассмотрения 1 частей АЗ\ РиО конкурс?;Дата проведения Аукциона \ предвар отбора конкурс ОУ;Дата рассмотрения 2 части заявок;кол-во поданных заявок эл\ бум;кол-во отозваных заяок  опоздавших;УРЗ отклоненные;Участники конкурса;Winner;contract price;tender result;reason close;FAS;FIO;customer type
66578889;11000;Министерство имущественных отношений Московской области;Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу:Московская область, Зарайский район, д. Даровое, д. 1а, площадью 3 га (для субъектов малого предпринимательства);163667.00000;Электронный аукцион;0148200000115000044;zakupki.gov.ru;2015-04-07 12:47:31.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Центр кадастровых и геодезических услуг Московской области""";39681.66000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66578881;11000;Министерство имущественных отношений Московской области;Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу: Московская область, г. Зарайск, ул. Дзержинского, д. 38, площадью 0,117 га (для субъектов малого предпринимательства);147520.00000;Электронный аукцион;0148200000115000032;zakupki.gov.ru;2015-04-03 10:15:08.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Центр кадастровых и геодезических услуг Московской области""";28000.00000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66578879;11000;Министерство имущественных отношений Московской области;Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу: Московская область, г. Зарайск, ул. Музейная, территория Зарайского кремля, площадью 0,2546 га (для субъектов малого предпринимательства);147520.00000;Электронный аукцион;0148200000115000033;zakupki.gov.ru;2015-04-03 10:18:16.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Центр кадастровых и геодезических услуг Московской области""";33000.00000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66577107;13000;Министерство здравоохранения Московской области;Закупка лекарственного препарата Финголимод для обеспечения отдельных категорий граждан, в отношении которых установлены меры социальной поддержки;2934065.05000;Электронный аукцион;0148200003915000178;zakupki.gov.ru;2015-03-19 18:30:25.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""ГРАМА""";2934065.05000;Электронный аукцион;NULL;NULL;Антонова Екатерина Александровна;Заказчик
66577115;13000;Министерство здравоохранения Московской области;Закупка лекарственного препарата Ипратропия бромид+Фенотерол для обеспечения отдельных категорий граждан, имеющие группу инвалидности;4252100.00000;Электронный аукцион;0148200003915000176;zakupki.gov.ru;2015-03-18 18:45:04.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""ГРАМА""";4230839.50000;Электронный аукцион;NULL;NULL;Антонова Екатерина Александровна;Заказчик
66577108;13000;Министерство здравоохранения Московской области;Закупка лекарственного препарата Ипратропия бромид для обеспечения отдельных категорий граждан, в отношении которых установлены меры социальной поддержки ;934770.00000;Электронный аукцион;0148200003915000172;zakupki.gov.ru;2015-03-18 18:00:12.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""ГРАМА""";934770.00000;Электронный аукцион;NULL;NULL;Антонова Екатерина Александровна;Заказчик
66577114;13000;Министерство здравоохранения Московской области;Закупка лекарственного препарата Ипратропия бромид для обеспечения отдельных категорий граждан, имеющие группу инвалидности;623180.00000;Электронный аукцион;0148200003915000171;zakupki.gov.ru;2015-03-18 18:00:30.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""ГРАМА""";623180.00000;Электронный аукцион;NULL;NULL;Антонова Екатерина Александровна;Заказчик
66577110;13000;Министерство здравоохранения Московской области;Закупка лекарственного препарата Ипратропия бромид для обеспечения отдельных категорий граждан, в отношении которых установлены меры социальной поддержки ;181880.00000;Электронный аукцион;0148200003915000173;zakupki.gov.ru;2015-03-19 16:45:15.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""ГРАМА""";181880.00000;Электронный аукцион;NULL;NULL;Антонова Екатерина Александровна;Заказчик
66577111;13000;Министерство здравоохранения Московской области;Закупка лекарственного препарата Ипратропия бромид для обеспечения отдельных категорий граждан, имеющие группу инвалидности;181880.00000;Электронный аукцион;0148200003915000175;zakupki.gov.ru;2015-03-23 14:17:27.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""ГРАМА""";181880.00000;Электронный аукцион;NULL;NULL;Антонова Екатерина Александровна;Заказчик
66577109;13000;Министерство здравоохранения Московской области;закупка лекарственного препарата Ипратропия бромид+Фенотерол для обеспечения отдельных категорий граждан, в отношении которых установлены меры социальной поддержки ;2551260.00000;Электронный аукцион;0148200003915000174;zakupki.gov.ru;2015-03-18 17:33:04.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""ГРАМА""";2538503.70000;Электронный аукцион;NULL;NULL;Антонова Екатерина Александровна;Заказчик
66578673;21224;ГБСУ СО МО Сергиево-Посадский детский дом интернат для умственно-отсталых детей Березка;услуги по медосмотру;1200000.00000;Электронный аукцион;0348200066915000019;zakupki.gov.ru;2015-04-08 16:03:57.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Сулан-Мед""";540000.00000;Электронный аукцион;NULL;NULL;Татьяна Викторовна Нечепуренко;Заказчик
66578863;11000;Министерство имущественных отношений Московской области;Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу: Московская область, Коломенский район, с.п. Заруденское, п. Пирочи, площадью 0,004 га (для субъектов малого предпринимательства);147520.00000;Электронный аукцион;0148200000115000028;zakupki.gov.ru;2015-04-02 12:45:21.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Азимут""";27200.00000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66578876;11000;Министерство имущественных отношений Московской области;Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу:Московская область, г. Коломна, Колычевский проезд,д. 2, площадью 1,94 га  (для субъектов малого предпринимательства);147520.00000;Электронный аукцион;0148200000115000029;zakupki.gov.ru;2015-04-02 12:46:56.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Азимут""";32200.00000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66582574;21274;Чеховское управление социальной защиты населения;"Услуги по проведению ежегодной военно-исторической акции-поездки ""Мы помним... так начиналась война"" (в рамках проекта ""Мир ради жизни"") 20-27 июня 2015 года";150000.00000;Электронный аукцион;0148200002815000004;zakupki.gov.ru;2015-04-14 16:31:36.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Издательский дом ""НВ-медиа""";150000.00000;Электронный аукцион;NULL;NULL;Елена Николаевна Кочергина;Заказчик
66578890;11000;Министерство имущественных отношений Московской области;Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу:Московская область, Коломенский район, п. Пески, ул. Привокзальная, д. 31, площадью 2,07 га (для субъектов малого предпринимательства);112930.00000;Электронный аукцион;0148200000115000045;zakupki.gov.ru;2015-04-07 13:00:03.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Единое окно""";40400.00000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66578915;11000;Министерство имущественных отношений Московской области;Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу: Московская область, Ленинский район, пос. Развилка, строение 19, площадью 3,42 га  (для субъектов малого предпринимательства);151603.00000;Электронный аукцион;0148200000115000062;zakupki.gov.ru;2015-04-13 17:46:12.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Единое окно""";40335.97000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66578901;11000;Министерство имущественных отношений Московской области;Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу: Московская область, г. Орехово-Зуево, пр. 1-й Дзержинского, д. 2, площадью 0,91 га (для субъектов малого предпринимательства);122225.00000;Электронный аукцион;0148200000115000064;zakupki.gov.ru;2015-04-14 17:45:48.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Единое окно""";56136.49000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66579398;14003;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ ПРИРОДЫ, ОБЩЕСТВА И ЧЕЛОВЕКА ""ДУБНА";"Поставка дополнительного оборудования к испытательной машине INSTRON 8801 в рамках программы Правительства Московской области ""Развитие инновационного территориального кластера ""Кластер ядерно-физических и нанотехнологий в г. Дубне"" на 2013-2015 годы""";318333.33000;Электронный аукцион;0348200025415000003;zakupki.gov.ru;2015-04-07 18:00:15.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Новатест""";318333.33000;Электронный аукцион;NULL;NULL;Плотвинов Владимир Александрович;Заказчик
66581116;13012;"Государственное бюджетное учреждение здравоохранения Московской области ""Московский областной клинический кожно-венерологический диспансер""";Поставка хозяйственных товаров;273000.00000;Электронный аукцион;0348200080915000005;zakupki.gov.ru;2015-04-13 15:29:54.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Бытовая Химия""";273000.00000;Электронный аукцион;NULL;NULL;Георгий Георгиевич Шегай;Заказчик
66579399;14003;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ ПРИРОДЫ, ОБЩЕСТВА И ЧЕЛОВЕКА ""ДУБНА";"Поставка оборудования для защиты сети от внешних атак, фильтрации контента для компьютерных классов и сервер техподдержки в  рамках реализации программы Правительства Московской области ""Развитие инновационного территориального кластера ""Кластер ядерно-физических и нанотехнологий в г. Дубне"" на 2013-2015 годы""";855623.86000;Электронный аукцион;0348200025415000002;zakupki.gov.ru;2015-04-07 18:00:21.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Закрытое акционерное общество «Клевер Кей»;641717.86000;Электронный аукцион;NULL;NULL;Плотвинов Владимир Александрович;Заказчик
66577356;21230;Государственное казенное учреждение социального обслуживания Московской области Серебряно-Прудский социально-реабилитационный центр для несовершеннолетних Подросток;Услуги  экспертизы профпригодности работников ;144019.97000;Электронный аукцион;0348200009915000008;zakupki.gov.ru;2015-04-05 13:14:59.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"ООО ""Санитарно-эпидемиологический Консультационный Центр ""Эрисман""";144019.97000;Электронный аукцион;NULL;NULL;Сушкина Марина Александровна;Заказчик
66579260;30034;Государственное казенное учреждение Московской области Подольский центр занятости населения;Электронный аукцион на право заключения государственного контракта на оказание услуг по профессиональному обучению и дополнительному профессиональному образованию безработных граждан по программе автоматизация складского учета (1С:Управление торговлей (с основами ПЭВМ);316400.00000;Электронный аукцион;0348200038215000011;zakupki.gov.ru;2015-03-24 14:46:31.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"ООО ""ЦОПО""";311640.00000;Электронный аукцион;NULL;NULL;Глухова Елена Николаевна;Заказчик
66578795;13102;Государственное казенное учреждение здравоохранения Московской области «Люберецкий специализированный дом ребенка для детей с органическим поражением центральной нервной системы с нарушением психики»;Бензин автомобильный (Создана: 20.03.2015 11:27);530334.00000;Электронный аукцион;0348200019915000007;zakupki.gov.ru;2015-03-30 14:45:09.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Общество с ограниченной ответственностью «ОблдорТрансАЗС»;504332.00000;Электронный аукцион;NULL;NULL;Шалина Вера Ивановна;Заказчик
66579660;13021;"Государственное бюджетное учреждение здравоохранения Московской области ""Медицинский центр мобилизационных резервов ""Резерв""";Установка приборов учета холодного водоснабжения;340000.00000;Электронный аукцион;0348200076715000059;zakupki.gov.ru;2015-03-25 19:00:26.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""ЭнергоСтройТехСервис""";338300.00000;Электронный аукцион;NULL;NULL;Богатырева Ирина Андреевна;Заказчик
66577128;13000;Министерство здравоохранения Московской области;закупка лекарственного препарата Флупентиксол для обеспечения отдельных категорий граждан, имеющих группу инвалидности;350650.00000;Электронный аукцион;0148200003915000200;zakupki.gov.ru;2015-03-23 18:00:18.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ЗАО “КОВИ-ФАРМ”;350650.00000;Электронный аукцион;NULL;NULL;Антонова Екатерина Александровна;Заказчик
66577127;13000;Министерство здравоохранения Московской области;закупка лекарственного препарата Флупентиксол для обеспечения отдельных категорий граждан, в отношении которых установлены меры социальной поддержки ;575955.50000;Электронный аукцион;0148200003915000201;zakupki.gov.ru;2015-03-23 18:00:10.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ЗАО “КОВИ-ФАРМ”;575955.50000;Электронный аукцион;NULL;NULL;Антонова Екатерина Александровна;Заказчик
66579971;13027;государственное бюджетное учреждение здравоохранения Московской области «Психиатрическая больница № 4»;Поставка хлебобулочных изделий во 2-м квартале 2015 г.;380000.00000;Электронный аукцион;0348200001815000005;zakupki.gov.ru;2015-03-25 15:08:34.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"ООО ""Рузский хлебозавод""";380000.00000;Электронный аукцион;NULL;NULL;Николай Николаевич Астахов;Заказчик
66580478;13090;Государственное казенное учреждение здравоохранения Московской области «Королёвский детский психоневрологический санаторий» ;Канцелярские товары.;207538.39000;Электронный аукцион;0348200028115000009;zakupki.gov.ru;2015-04-06 07:59:58.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Общество с ограниченной ответственность «Рустарика»;207538.39000;Электронный аукцион;NULL;NULL;Маликова Светлана Михайловна;Заказчик
66582662;13014;"Государственное бюджетное учреждение здравоохранения Московской области ""Московский областной онкологический диспансер""";Хлеб пшеничный и ржаной;964080.00000;Электронный аукцион;0348200041315000120;zakupki.gov.ru;2015-04-08 09:00:04.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"ООО ""Дубненский хлебокомбинат""";716979.60000;Электронный аукцион;NULL;NULL;Валентина Ивановна Силаева;Заказчик
66579397;14003;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ ПРИРОДЫ, ОБЩЕСТВА И ЧЕЛОВЕКА ""ДУБНА";"Поставка активного сетевого оборудования в рамках реализации программы Правительства Московской области ""Развитие инновационного территориального кластера ""Кластер ядерно-физических и нанотехнологий в г. Дубне"" на 2013-2015 годы""";822708.25000;Электронный аукцион;0348200025415000004;zakupki.gov.ru;2015-04-07 18:00:02.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Общество с ограниченной ответственностью «Серверное и Сетевое Оборудование»;506177.19000;Электронный аукцион;NULL;NULL;Плотвинов Владимир Александрович;
66579179;13061;Государственное бюджетное учреждение здравоохранения Московской области «Одинцовский противотуберкулёзный диспансер»;Поставка аллергена туберкулёзного очищенного в стандартном разведении (Туберкулин) ;517140.00000;Электронный аукцион;0348200001215000001;zakupki.gov.ru;2015-03-30 10:23:06.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Закрытое акционерное общество ""МЭНЧ-М""";514554.30000;Электронный аукцион;NULL;NULL;Подгорная Ирина Алексеевна;Заказчик
66580319;21291;Электростальское управление социальной защиты населения ;Приобретение подарочной продукции для проведения мероприятия;82600.00000;Электронный аукцион;0348200028315000002;zakupki.gov.ru;2015-03-30 11:33:12.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"ООО ""Проект-Сити""";82600.00000;Электронный аукцион;NULL;NULL;Аверина Светлана Георгиевна;Заказчик
66577407;13022;Государственное казенное учреждение «Дирекция единого заказчика Министерства здравоохранения Московской области»;Оказание услуг клининга в помещениях арендованных учреждением.;411653.00000;Электронный аукцион;0348200081015000011;zakupki.gov.ru;2015-03-30 18:45:08.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Старкова Светлана Васильевна;252975.68000;Электронный аукцион;NULL;NULL;Политов Александр Васильевич;Заказчик
66578824;13014;"Государственное бюджетное учреждение здравоохранения Московской области ""Московский областной онкологический диспансер""";Расходные материалы для функциональной диагностики;99700.00000;Электронный аукцион;0348200041315000099;zakupki.gov.ru;2015-03-27 11:01:48.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Смирнов  Герман  Юрьевич;98700.00000;Электронный аукцион;NULL;NULL;Валентина Ивановна Силаева;Заказчик
66584478;13057;Государственное казенное учреждение здравоохранения Московской области «Малаховский детский туберкулезный санаторий»;"Электронный аукцион на право заключения государственного контракта на поставку хозяйственных материалов для нужд ГКУЗ МО ""Малаховский детский туберкулезный санаторий""";527783.71000;Электронный аукцион;0348200064615000017;zakupki.gov.ru;2015-04-13 15:46:33.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ООО 'ИН-Вектор';527783.71000;Электронный аукцион;NULL;NULL;Мячикова Марина Петровна;Заказчик
66578894;11000;Министерство имущественных отношений Московской области;"Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу: Московская область, Серпуховский район, д. Подмоклово (Усадьба ""Подмоклово""), площадью 5 га (для субъектов малого предпринимательства)";272779.00000;Электронный аукцион;0148200000115000046;zakupki.gov.ru;2015-04-07 13:15:35.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Общество с ограниченной ответственностью «Кадастровый центр Дона»;56349.65000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66578887;11000;Министерство имущественных отношений Московской области;"Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу: Московская область, Чеховский район, с.п. Любочанское, пос. Мещерское (Усадьба ""Дача Боткина""), площадью 0,15 га (для субъектов малого предпринимательства)";147520.00000;Электронный аукцион;0148200000115000038;zakupki.gov.ru;2015-04-06 11:02:32.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Общество с ограниченной ответственностью «Кадастровый центр Дона»;29229.03000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66578884;11000;Министерство имущественных отношений Московской области;Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу: Московская область, Дмитровский район, г. Яхрома, ул. Рабочая, д. 1, площадью 0,0341 га (для субъектов малого предпринимательства);147520.00000;Электронный аукцион;0148200000115000040;zakupki.gov.ru;2015-04-06 11:18:21.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Общество с ограниченной ответственностью «Кадастровый центр Дона»;29194.12000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66578888;11000;Министерство имущественных отношений Московской области;Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу: Московская область, Озерский район, 2 квартал Сосновского лесничества, площадью 1,1 га (для субъектов малого предпринимательства);147520.00000;Электронный аукцион;0148200000115000041;zakupki.gov.ru;2015-04-06 11:21:30.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Общество с ограниченной ответственностью «Кадастровый центр Дона»;41312.00000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66580216;21207;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ПУШКИНСКИЙ КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""";Закупка офисной бумаги;180000.00000;Электронный аукцион;0348200018815000007;zakupki.gov.ru;2015-04-07 17:30:09.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Дельта""";180000.00000;Электронный аукцион;NULL;NULL;Смолина Ольга Юрьевна;Заказчик
66578532;13057;Государственное казенное учреждение здравоохранения Московской области «Малаховский детский туберкулезный санаторий»;"Электронный аукцион на право заключения государственного контракта на благоустройство территории Серпуцховского санаторного отделения ГКУЗ МО ""Малаховского детского туберкулезного санатория""";1424958.24000;Электронный аукцион;0348200064615000011;zakupki.gov.ru;2015-03-23 12:46:04.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ 'ЛЮБЕРЕЦКИЙ СТРОЙ-КАПИТАЛ';666460.47000;Электронный аукцион;NULL;NULL;Андрей Игоревич Шеп;Заказчик
66578886;11000;Министерство имущественных отношений Московской области;"Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу: Московская область, Дмитровский район, Подъячевский с.о., с. Подъячево (Усадьба ""Никольское-Обольяниново""), площадью 1,19 га (для субъектов малого предпринимательства)";147520.00000;Электронный аукцион;0148200000115000037;zakupki.gov.ru;2015-04-06 11:00:17.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Земельно-правовой центр""";29940.45000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66578892;11000;Министерство имущественных отношений Московской области;Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу: Московская область, г.Павловский Посад, ул.1 Мая, д. 68, площадью 0,1197 га (для субъектов малого предпринимательства);147520.00000;Электронный аукцион;0148200000115000042;zakupki.gov.ru;2015-04-06 11:23:04.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Земельно-правовой центр""";39092.80000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66578880;11000;Министерство имущественных отношений Московской области;"Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу: Московкая область, Солнечногорский район, с/п Смирновское, д. Шахматово, д. 55, спортивно-оздоровительный лагерь ""Орлово"", площадью 0,53958 га (для субъектов малого предпринимательства)";147520.00000;Электронный аукцион;0148200000115000034;zakupki.gov.ru;2015-04-03 10:19:45.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Земельно-правовой центр""";45000.00000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66578882;11000;Министерство имущественных отношений Московской области;Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу: Московская область, г. Орехово-Зуево, пр. Красноармейский, д. 6а, площадью 0,19 га (для субъектов малого предпринимательства);147520.00000;Электронный аукцион;0148200000115000035;zakupki.gov.ru;2015-04-03 10:31:51.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Земельно-правовой центр""";40000.00000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66578885;11000;Министерство имущественных отношений Московской области;Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу: Московская область, г. Орехово-Зуево, ул. Красноармейская, д. 10, площадью 0,4811 га (для субъектов малого предпринимательства);147520.00000;Электронный аукцион;0148200000115000036;zakupki.gov.ru;2015-04-03 10:33:34.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Земельно-правовой центр""";43000.00000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
66580321;21147;Мытищинское управление социальной защиты населения ;Закупка цветов для  организации праздничных мероприятий, посвященных 70-летию Победы в Великой Отечественной войне 1941-1945 годов и мероприятия, посвященного Дню памяти жертв политических репрессий;38000.00000;Электронный аукцион;0348200023615000001;zakupki.gov.ru;2015-03-30 12:46:27.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Коротина Дарья Викторовна;37810.00000;Электронный аукцион;NULL;NULL;Жидкова Ирина Андреевна;Заказчик
66580286;21219;Рузское управление социальной защиты населения ;Услуги по формированию композиции из живых цветов на мероприятия, посвященные памятным датам;31400.00000;Электронный аукцион;0348200003415000005;zakupki.gov.ru;2015-04-03 10:30:22.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Коротина Дарья Викторовна;31400.00000;Электронный аукцион;NULL;NULL;Проскудина Владлена Дмитриевна;Заказчик
66578916;11000;Министерство имущественных отношений Московской области;Выполнение кадастровых работ по подготовке документов, необходимых для государственного кадастрового учёта, и обеспечение проведения кадастровых процедур в отношении земельного участка, расположенного по адресу: Московская область, г. Павловский Посад, ул. Кузьмина д.33, площадью 3,42 га  (для субъектов малого предпринимательства);151603.00000;Электронный аукцион;0148200000115000063;zakupki.gov.ru;2015-04-13 18:00:04.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью Центр кадастра недвижимости ""Азимут""";39080.14000;Электронный аукцион;NULL;NULL;Виктория Игоревна Капитанова;Заказчик
